#deviceId,InstantPower(mW),InstantTemperature(C),TotalEnergy(mJ)
0,115247,34,204343849817
0,115247,34,204343849817
0,115247,34,204343849817
0,115247,34,204343849817
0,115247,34,204343849817
0,115247,34,204343849817
0,115247,34,204343849817
0,115247,34,204343849817
0,115247,34,204343849817
0,115247,34,204343849817
0,115247,34,204343849817
0,115247,34,204343849817
0,115240,34,204343849817
0,115240,34,204343849817
0,115240,34,204343849817
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115240,34,204343861313
0,115245,34,204343861313
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343872827
0,115245,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343884399
0,115220,34,204343895886
0,115220,34,204343895886
0,115369,34,204343895886
0,115369,34,204343895886
0,115369,35,204343895886
0,115369,35,204343895886
0,115369,35,204343895886
0,115369,35,204343895886
0,115369,35,204343895886
0,115369,35,204343895886
0,115369,35,204343895886
0,115369,35,204343909141
0,115369,35,204343909141
0,117051,35,204343909141
0,117051,35,204343909141
0,117051,35,204343909141
0,117051,35,204343909141
0,117051,35,204343909141
0,117051,35,204343909141
0,117051,35,204343909141
0,117051,35,204343922148
0,117051,35,204343922148
0,118586,35,204343922148
0,118586,35,204343922148
0,118586,35,204343922148
0,118586,35,204343922148
0,118586,35,204343922148
0,118586,35,204343922148
0,118586,35,204343922148
0,118586,35,204343935448
0,118586,35,204343935448
0,120409,35,204343935448
0,120409,35,204343935448
0,120409,35,204343935448
0,120409,35,204343935448
0,120409,35,204343935448
0,120409,35,204343935448
0,120409,35,204343935448
0,120409,35,204343935448
0,120409,35,204343948661
0,120409,35,204343948661
0,121962,35,204343948661
0,121962,35,204343948661
0,121962,35,204343948661
0,121962,35,204343948661
0,121962,35,204343948661
0,121962,35,204343948661
0,121962,35,204343948661
0,121962,35,204343948661
0,121962,35,204343948661
0,121962,35,204343948661
0,121962,35,204343961976
0,121962,35,204343961976
0,121962,35,204343961976
0,124129,35,204343961976
0,124129,35,204343961976
0,124129,35,204343961976
0,124129,35,204343961976
0,124129,35,204343961976
0,124129,35,204343961976
0,124129,35,204343961976
0,124129,35,204343975284
0,124129,35,204343975284
0,124129,35,204343975284
0,125657,35,204343975284
0,125657,35,204343975284
0,125657,35,204343975284
0,125657,35,204343975284
0,125657,35,204343975284
0,125657,35,204343975284
0,125657,35,204343988734
0,125657,35,204343988734
0,125657,35,204343988734
0,127603,35,204343988734
0,127603,35,204343988734
0,127603,35,204343988734
0,127603,35,204343988734
0,127603,35,204343988734
0,127603,35,204343988734
0,127603,35,204343988734
0,127603,35,204344001747
0,127603,35,204344001747
0,127603,35,204344001747
0,127603,35,204344001747
0,127603,35,204344001747
0,129706,35,204344001747
0,129706,35,204344001747
0,129706,35,204344001747
0,129706,35,204344001747
0,129706,35,204344001747
0,129706,35,204344015011
0,129706,35,204344015011
0,129706,35,204344015011
0,129706,35,204344015011
0,131158,35,204344015011
0,131158,35,204344015011
0,131158,35,204344015011
0,131158,35,204344015011
0,131158,35,204344015011
0,131158,35,204344028335
0,131158,35,204344028335
0,131158,35,204344028335
0,131158,35,204344028335
0,131158,35,204344028335
0,132529,35,204344028335
0,132529,35,204344028335
0,132529,35,204344028335
0,132529,35,204344028335
0,132529,35,204344028335
0,132529,35,204344041634
0,132529,35,204344041634
0,132529,35,204344041634
0,132529,35,204344041634
0,132529,35,204344041634
0,132505,35,204344041634
0,132505,35,204344041634
0,132505,35,204344041634
0,132505,35,204344041634
0,132505,35,204344041634
0,132505,35,204344041634
0,132505,35,204344041634
0,132505,35,204344054988
0,132505,35,204344054988
0,132505,35,204344054988
0,132505,35,204344054988
0,132567,35,204344054988
0,132567,35,204344054988
0,132567,35,204344054988
0,132567,35,204344054988
0,132567,35,204344054988
0,132567,35,204344068263
0,132567,35,204344068263
0,132567,35,204344068263
0,132567,35,204344068263
0,132567,35,204344068263
0,132656,35,204344068263
0,132656,35,204344068263
0,132656,35,204344068263
0,132656,35,204344068263
0,132656,35,204344068263
0,132656,35,204344068263
0,132656,35,204344068263
0,132656,35,204344068263
0,132656,35,204344068263
0,132656,35,204344068263
0,132656,35,204344068263
0,132656,35,204344081283
0,132656,35,204344081283
0,132656,35,204344081283
0,132656,35,204344081283
0,132656,35,204344081283
0,132656,35,204344081283
0,132656,35,204344081283
0,132656,35,204344081283
0,132656,35,204344081283
0,132656,35,204344081283
0,132656,35,204344081283
0,115236,34,204343424289
0,115236,34,204343424289
0,115236,34,204343424289
0,115236,34,204343424289
0,115236,34,204343424289
0,115236,34,204343424289
0,115236,34,204343435698
0,115236,34,204343435698
0,115236,34,204343435698
0,115236,34,204343435698
0,115236,34,204343435698
0,115236,34,204343435698
0,115236,34,204343435698
0,115236,34,204343435698
0,115233,34,204343435698
0,115233,34,204343435698
0,115233,34,204343435698
0,115233,34,204343435698
0,115233,34,204343435698
0,115233,34,204343435698
0,115233,34,204343435698
0,115233,34,204343435698
0,115233,34,204343435698
0,115233,34,204343435698
0,115233,34,204343435698
0,115233,34,204343435698
0,115233,34,204343435698
0,115233,34,204343435698
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343447289
0,115233,34,204343458835
0,115233,34,204343458835
0,115233,34,204343458835
0,115233,34,204343458835
0,115233,34,204343458835
0,115233,34,204343458835
0,115233,34,204343458835
0,115233,34,204343458835
0,115233,34,204343458835
0,115233,34,204343458835
0,115214,34,204343458835
0,115214,34,204343458835
0,115214,34,204343458835
0,115214,34,204343458835
0,115214,34,204343458835
0,115214,34,204343458835
0,115214,34,204343458835
0,115214,34,204343458835
0,115214,34,204343458835
0,115214,34,204343458835
0,115214,34,204343458835
0,115214,34,204343470206
0,115214,34,204343470206
0,115214,34,204343470206
0,115214,34,204343470206
0,115214,34,204343470206
0,115214,34,204343470206
0,115214,34,204343470206
0,115214,34,204343470206
0,115214,34,204343470206
0,115214,34,204343470206
0,115214,34,204343470206
0,115214,34,204343470206
0,115214,34,204343470206
0,115224,34,204343470206
0,115224,34,204343470206
0,115224,34,204343470206
0,115224,34,204343470206
0,115224,34,204343470206
0,115224,34,204343470206
0,115224,34,204343470206
0,115224,34,204343470206
0,115224,34,204343470206
0,115224,34,204343481712
0,115224,34,204343481712
0,115224,34,204343481712
0,115224,34,204343481712
0,115224,34,204343481712
0,115224,34,204343481712
0,115224,34,204343481712
0,115224,34,204343481712
0,115224,34,204343481712
0,115224,34,204343481712
0,115224,34,204343481712
0,115224,34,204343481712
0,115224,34,204343481712
0,115224,34,204343481712
0,115216,34,204343481712
0,115216,34,204343481712
