#deviceId,InstantPower(mW),InstantTemperature(C),TotalEnergy(mJ)
0,115673,35,204332917152
0,115673,35,204332917152
0,115673,35,204332917152
0,115673,35,204332917152
0,115673,35,204332917152
0,115673,35,204332917152
0,115673,35,204332928669
0,115673,35,204332928669
0,115673,35,204332928669
0,115673,35,204332928669
0,115673,35,204332928669
0,115669,35,204332928669
0,115669,35,204332928669
0,115669,35,204332928669
0,115669,35,204332928669
0,115669,35,204332928669
0,115669,35,204332928669
0,115669,35,204332928669
0,115669,35,204332940170
0,115669,35,204332940170
0,115669,35,204332940170
0,115669,35,204332940170
0,115669,35,204332940170
0,115669,35,204332940170
0,115669,35,204332940170
0,115669,35,204332940170
0,115669,35,204332940170
0,115669,35,204332940170
0,115669,35,204332940170
0,115669,35,204332951673
0,115669,35,204332951673
0,115669,35,204332951673
0,115669,35,204332951673
0,115669,35,204332951673
0,115669,35,204332951673
0,115669,35,204332951673
0,115669,35,204332951673
0,115669,35,204332951673
0,115669,35,204332951673
0,115669,35,204332951673
0,115669,35,204332951673
0,115669,35,204332951673
0,115669,35,204332951673
0,115669,35,204332963255
0,115669,35,204332963255
0,115669,35,204332963255
0,115669,35,204332963255
0,115669,35,204332963255
0,115669,35,204332963255
0,115538,35,204332963255
0,115538,35,204332963255
0,115538,35,204332963255
0,115538,35,204332963255
0,115538,35,204332963255
0,115538,35,204332963255
0,115538,35,204332974776
0,115538,35,204332974776
0,115538,35,204332974776
0,115538,35,204332974776
0,115538,35,204332974776
0,115538,35,204332974776
0,115538,35,204332974776
0,115661,35,204332974776
0,115661,35,204332974776
0,115661,35,204332974776
0,115661,35,204332974776
0,115661,35,204332974776
0,115661,35,204332986436
0,115661,35,204332986436
0,115661,35,204332986436
0,115661,35,204332986436
0,115661,35,204332986436
0,115661,35,204332986436
0,115661,35,204332986436
0,115656,35,204332986436
0,115656,35,204332986436
0,115656,35,204332986436
0,115656,35,204332986436
0,115656,35,204332986436
0,115656,35,204332997927
0,115656,35,204332997927
0,115656,35,204332997927
0,115656,35,204332997927
0,115656,35,204332997927
0,115656,35,204332997927
0,115656,35,204332997927
0,115681,35,204332997927
0,115681,35,204332997927
0,115681,35,204332997927
0,115681,35,204332997927
0,115681,35,204332997927
0,115681,35,204333009448
0,115681,35,204333009448
0,115681,34,204333009448
0,115681,34,204333009448
0,115681,34,204333009448
0,115681,34,204333009448
0,115681,34,204333009448
0,115681,34,204333009448
0,115681,34,204333009448
0,115681,34,204333009448
0,115681,34,204333009448
0,115687,34,204333020931
0,115687,34,204333020931
0,115687,35,204333020931
0,115687,35,204333020931
0,115687,35,204333020931
0,115687,35,204333020931
0,115687,35,204333020931
0,115687,35,204333020931
0,115687,35,204333020931
0,115687,35,204333020931
0,115687,35,204333020931
0,115545,35,204333032444
0,115545,35,204333032444
0,115545,35,204333032444
0,115545,35,204333032444
0,115545,35,204333032444
0,115545,35,204333032444
0,115545,35,204333032444
0,115545,35,204333032444
0,115545,35,204333032444
0,115545,35,204333032444
0,115545,35,204333032444
0,115680,35,204333032444
0,115680,35,204333032444
0,115680,35,204333044193
0,115680,35,204333044193
0,115680,35,204333044193
0,115680,34,204333044193
0,115680,34,204333044193
0,115680,34,204333044193
0,115680,34,204333044193
0,115680,34,204333044193
0,115680,34,204333044193
0,115680,34,204333044193
0,115680,34,204333044193
0,115680,34,204333044193
0,115680,34,204333055759
0,115694,34,204333055759
0,115694,34,204333055759
0,115694,34,204333055759
0,115694,35,204333055759
0,115694,35,204333055759
